"LOCATION","Pays","SEX","Sexe","AGE","Âge","TIME","Temps","Value","Flag Codes","Flags"
"KOR","Corée","T","Total","TOTAL","Total","1999","1999",46616677,,
"KOR","Corée","T","Total","TOTAL","Total","2000","2000",47008111,,
"KOR","Corée","T","Total","TOTAL","Total","2001","2001",47370164,,
"KOR","Corée","T","Total","TOTAL","Total","2002","2002",47644736,,
"KOR","Corée","T","Total","TOTAL","Total","2003","2003",47892330,,
"KOR","Corée","T","Total","TOTAL","Total","2004","2004",48082519,,
"KOR","Corée","T","Total","TOTAL","Total","2005","2005",48184561,,
"KOR","Corée","T","Total","TOTAL","Total","2006","2006",48438292,,
"KOR","Corée","T","Total","TOTAL","Total","2007","2007",48683638,,
"KOR","Corée","T","Total","TOTAL","Total","2008","2008",49054708,,
"KOR","Corée","T","Total","TOTAL","Total","2009","2009",49307835,,
"KOR","Corée","T","Total","TOTAL","Total","2010","2010",49554112,,
"KOR","Corée","T","Total","TOTAL","Total","2011","2011",49936638,,
"KOR","Corée","T","Total","TOTAL","Total","2012","2012",50199853,,
"KOR","Corée","T","Total","TOTAL","Total","2013","2013",50428893,,
"KOR","Corée","T","Total","TOTAL","Total","2014","2014",50746659,,
"KOR","Corée","T","Total","TOTAL","Total","2015","2015",51014947,,
"KOR","Corée","T","Total","TOTAL","Total","2016","2016",51217803,,
"KOR","Corée","T","Total","TOTAL","Total","2017","2017",51361911,,
"KOR","Corée","T","Total","TOTAL","Total","2018","2018",51585058,,
"KOR","Corée","T","Total","TOTAL","Total","2019","2019",51764822,,
"KOR","Corée","T","Total","TOTAL","Total","2020","2020",51836239,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1990","1990",381857,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1991","1991",386999,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1992","1992",392171,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1993","1993",397481,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1994","1994",402921,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1995","1995",408625,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1996","1996",414228,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1997","1997",419440,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1998","1998",424699,,
"LUX","Luxembourg","T","Total","TOTAL","Total","1999","1999",430475,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2000","2000",436303,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2001","2001",441522,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2002","2002",446166,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2003","2003",451626,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2004","2004",458098,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2005","2005",465152,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2006","2006",472641,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2007","2007",479992,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2008","2008",488647,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2009","2009",497783,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2010","2010",506953,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2011","2011",518351,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2012","2012",530952,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2013","2013",543358,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2014","2014",556322,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2015","2015",569605,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2016","2016",583459,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2017","2017",596337,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2018","2018",607950,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2019","2019",620003,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2020","2020",630413,,
"MEX","Mexique","T","Total","TOTAL","Total","1990","1990",84169571,,
"MEX","Mexique","T","Total","TOTAL","Total","1991","1991",85748742,,
"MEX","Mexique","T","Total","TOTAL","Total","1992","1992",87312337,,
"MEX","Mexique","T","Total","TOTAL","Total","1993","1993",88850856,,
"MEX","Mexique","T","Total","TOTAL","Total","1994","1994",90362709,,
"MEX","Mexique","T","Total","TOTAL","Total","1995","1995",91843905,,
"MEX","Mexique","T","Total","TOTAL","Total","1996","1996",93294783,,
"MEX","Mexique","T","Total","TOTAL","Total","1997","1997",94720541,,
"MEX","Mexique","T","Total","TOTAL","Total","1998","1998",96116960,,
"MEX","Mexique","T","Total","TOTAL","Total","1999","1999",97482584,,
"MEX","Mexique","T","Total","TOTAL","Total","2000","2000",98785275,,
"MEX","Mexique","T","Total","TOTAL","Total","2001","2001",100105299,,
"MEX","Mexique","T","Total","TOTAL","Total","2002","2002",101493987,,
"MEX","Mexique","T","Total","TOTAL","Total","2003","2003",102890474,,
"MEX","Mexique","T","Total","TOTAL","Total","2004","2004",104272444,,
"MEX","Mexique","T","Total","TOTAL","Total","2005","2005",105669369,,
"MEX","Mexique","T","Total","TOTAL","Total","2006","2006",107155391,,
"MEX","Mexique","T","Total","TOTAL","Total","2007","2007",108744845,,
"MEX","Mexique","T","Total","TOTAL","Total","2008","2008",110405454,,
"MEX","Mexique","T","Total","TOTAL","Total","2009","2009",112095388,,
"MEX","Mexique","T","Total","TOTAL","Total","2010","2010",113748671,,
"MEX","Mexique","T","Total","TOTAL","Total","2011","2011",115367452,,
"MEX","Mexique","T","Total","TOTAL","Total","2012","2012",116935670,,
"MEX","Mexique","T","Total","TOTAL","Total","2013","2013",118453929,,
"MEX","Mexique","T","Total","TOTAL","Total","2014","2014",119936411,,
"MEX","Mexique","T","Total","TOTAL","Total","2015","2015",121347800,,
"MEX","Mexique","T","Total","TOTAL","Total","2016","2016",122715165,,
"MEX","Mexique","T","Total","TOTAL","Total","2017","2017",124041731,,
"MEX","Mexique","T","Total","TOTAL","Total","2018","2018",125327797,,
"MEX","Mexique","T","Total","TOTAL","Total","2019","2019",126577691,,
"MEX","Mexique","T","Total","TOTAL","Total","2020","2020",127792286,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1990","1990",14951510,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1991","1991",15069799,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1992","1992",15184163,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1993","1993",15290368,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1994","1994",15382834,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1995","1995",15459004,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1996","1996",15530500,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1997","1997",15610650,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1998","1998",15707205,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","1999","1999",15812085,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2000","2000",15925505,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2001","2001",16046182,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2002","2002",16148921,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2003","2003",16225303,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2004","2004",16281777,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2005","2005",16319871,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2006","2006",16346096,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2007","2007",16381696,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2008","2008",16445590,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2009","2009",16530387,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2010","2010",16615390,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2011","2011",16693074,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2012","2012",16754963,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2013","2013",16804430,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2014","2014",16865008,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2015","2015",16939925,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2016","2016",17030314,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2017","2017",17131295,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2018","2018",17231622,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2019","2019",17344876,,
"NLD","Pays-Bas","T","Total","TOTAL","Total","2020","2020",17441500,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1990","1990",3390085,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1991","1991",3495100,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1992","1992",3531700,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1993","1993",3572200,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1994","1994",3620000,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1995","1995",3673400,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1996","1996",3732000,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1997","1997",3781300,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1998","1998",3815000,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","1999","1999",3835100,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2000","2000",3857700,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2001","2001",3880500,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2002","2002",3948500,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2003","2003",4027200,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2004","2004",4087500,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2005","2005",4133900,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2006","2006",4184600,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2007","2007",4223800,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2008","2008",4259800,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2009","2009",4302600,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2010","2010",4350700,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2011","2011",4384000,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2012","2012",4408100,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2013","2013",4442100,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2014","2014",4516500,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2015","2015",4609400,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2016","2016",4714100,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2017","2017",4813600,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2018","2018",4900600,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2019","2019",4979200,,
"NZL","Nouvelle-Zélande","T","Total","TOTAL","Total","2020","2020",5090200,,
"NOR","Norvège","T","Total","TOTAL","Total","1990","1990",4241476,,
"NOR","Norvège","T","Total","TOTAL","Total","1991","1991",4261738,,
"NOR","Norvège","T","Total","TOTAL","Total","1992","1992",4286397,,
"NOR","Norvège","T","Total","TOTAL","Total","1993","1993",4311984,,
"NOR","Norvège","T","Total","TOTAL","Total","1994","1994",4336614,,
"NOR","Norvège","T","Total","TOTAL","Total","1995","1995",4359187,,
"NOR","Norvège","T","Total","TOTAL","Total","1996","1996",4381339,,
"NOR","Norvège","T","Total","TOTAL","Total","1997","1997",4405158,,
"NOR","Norvège","T","Total","TOTAL","Total","1998","1998",4431465,,
"NOR","Norvège","T","Total","TOTAL","Total","1999","1999",4461915,,
"NOR","Norvège","T","Total","TOTAL","Total","2000","2000",4490973,,
"NOR","Norvège","T","Total","TOTAL","Total","2001","2001",4513747,,
"NOR","Norvège","T","Total","TOTAL","Total","2002","2002",4538157,,
"NOR","Norvège","T","Total","TOTAL","Total","2003","2003",4564856,,
"NOR","Norvège","T","Total","TOTAL","Total","2004","2004",4591909,,
"NOR","Norvège","T","Total","TOTAL","Total","2005","2005",4623293,,
"NOR","Norvège","T","Total","TOTAL","Total","2006","2006",4660673,,
"NOR","Norvège","T","Total","TOTAL","Total","2007","2007",4709156,,
"NOR","Norvège","T","Total","TOTAL","Total","2008","2008",4768215,,
"NOR","Norvège","T","Total","TOTAL","Total","2009","2009",4828716,,
"NOR","Norvège","T","Total","TOTAL","Total","2010","2010",4889253,,
"NOR","Norvège","T","Total","TOTAL","Total","2011","2011",4953089,,
"NOR","Norvège","T","Total","TOTAL","Total","2012","2012",5018574,,
"NOR","Norvège","T","Total","TOTAL","Total","2013","2013",5080171,,
"NOR","Norvège","T","Total","TOTAL","Total","2014","2014",5137427,,
"NOR","Norvège","T","Total","TOTAL","Total","2015","2015",5189898,,
"NOR","Norvège","T","Total","TOTAL","Total","2016","2016",5236152,,
"NOR","Norvège","T","Total","TOTAL","Total","2017","2017",5276965,,
"NOR","Norvège","T","Total","TOTAL","Total","2018","2018",5311916,,
"NOR","Norvège","T","Total","TOTAL","Total","2019","2019",5347893,,
"NOR","Norvège","T","Total","TOTAL","Total","2020","2020",5379472,,
"POL","Pologne","T","Total","TOTAL","Total","1990","1990",38030500,,
"POL","Pologne","T","Total","TOTAL","Total","1991","1991",38108500,,
"POL","Pologne","T","Total","TOTAL","Total","1992","1992",38173500,,
"POL","Pologne","T","Total","TOTAL","Total","1993","1993",38221000,,
"POL","Pologne","T","Total","TOTAL","Total","1994","1994",38252000,,
"POL","Pologne","T","Total","TOTAL","Total","1995","1995",38274500,,
"POL","Pologne","T","Total","TOTAL","Total","1996","1996",38289000,,
"POL","Pologne","T","Total","TOTAL","Total","1997","1997",38292000,,
"POL","Pologne","T","Total","TOTAL","Total","1998","1998",38283500,,
"POL","Pologne","T","Total","TOTAL","Total","1999","1999",38270000,,
"POL","Pologne","T","Total","TOTAL","Total","2000","2000",38258477.5,,
"POL","Pologne","T","Total","TOTAL","Total","2001","2001",38248076,,
"POL","Pologne","T","Total","TOTAL","Total","2002","2002",38232301,,
"POL","Pologne","T","Total","TOTAL","Total","2003","2003",38195177,,
"POL","Pologne","T","Total","TOTAL","Total","2004","2004",38180249,,
"POL","Pologne","T","Total","TOTAL","Total","2005","2005",38161313,,
"POL","Pologne","T","Total","TOTAL","Total","2006","2006",38132277,,
"POL","Pologne","T","Total","TOTAL","Total","2007","2007",38115967,,
"POL","Pologne","T","Total","TOTAL","Total","2008","2008",38115909,,
"POL","Pologne","T","Total","TOTAL","Total","2009","2009",38153389,,
"POL","Pologne","T","Total","TOTAL","Total","2010","2010",38516689,,
"POL","Pologne","T","Total","TOTAL","Total","2011","2011",38525670,,
"POL","Pologne","T","Total","TOTAL","Total","2012","2012",38533789,,
"POL","Pologne","T","Total","TOTAL","Total","2013","2013",38502396,,
"POL","Pologne","T","Total","TOTAL","Total","2014","2014",38483957,,
"POL","Pologne","T","Total","TOTAL","Total","2015","2015",38454576,,
"POL","Pologne","T","Total","TOTAL","Total","2016","2016",38426809,,
"POL","Pologne","T","Total","TOTAL","Total","2017","2017",38422346,,
"POL","Pologne","T","Total","TOTAL","Total","2018","2018",38413139,,
"POL","Pologne","T","Total","TOTAL","Total","2019","2019",38386476,,
"POL","Pologne","T","Total","TOTAL","Total","2020","2020",38354173,,
"PRT","Portugal","T","Total","TOTAL","Total","1990","1990",9983218,,
"PRT","Portugal","T","Total","TOTAL","Total","1991","1991",9960235,,
"PRT","Portugal","T","Total","TOTAL","Total","1992","1992",9952493.5,,
"PRT","Portugal","T","Total","TOTAL","Total","1993","1993",9964674.5,,
"PRT","Portugal","T","Total","TOTAL","Total","1994","1994",9991525,,
"PRT","Portugal","T","Total","TOTAL","Total","1995","1995",10026176,,
"PRT","Portugal","T","Total","TOTAL","Total","1996","1996",10063944.5,,
"PRT","Portugal","T","Total","TOTAL","Total","1997","1997",10108977,,
"PRT","Portugal","T","Total","TOTAL","Total","1998","1998",10160196,,
"PRT","Portugal","T","Total","TOTAL","Total","1999","1999",10217828,,
"PRT","Portugal","T","Total","TOTAL","Total","2000","2000",10289898,,
"PRT","Portugal","T","Total","TOTAL","Total","2001","2001",10362721.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2002","2002",10419630.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2003","2003",10458821,,
"PRT","Portugal","T","Total","TOTAL","Total","2004","2004",10483861,,
"PRT","Portugal","T","Total","TOTAL","Total","2005","2005",10503330,,
"PRT","Portugal","T","Total","TOTAL","Total","2006","2006",10522288,,
"PRT","Portugal","T","Total","TOTAL","Total","2007","2007",10542963.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2008","2008",10558176.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2009","2009",10568246.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2010","2010",10573100,,
"PRT","Portugal","T","Total","TOTAL","Total","2011","2011",10574535.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2012","2012",10531419.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2013","2013",10473990.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2014","2014",10419606.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2015","2015",10381837.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2016","2016",10356516,,
"PRT","Portugal","T","Total","TOTAL","Total","2017","2017",10340124,,
"PRT","Portugal","T","Total","TOTAL","Total","2018","2018",10334633,,
"PRT","Portugal","T","Total","TOTAL","Total","2019","2019",10354445.5,,
"PRT","Portugal","T","Total","TOTAL","Total","2020","2020",10384846,,
"SVK","République slovaque","T","Total","TOTAL","Total","1990","1990",5297774,,
"SVK","République slovaque","T","Total","TOTAL","Total","1991","1991",5283404,,
"SVK","République slovaque","T","Total","TOTAL","Total","1992","1992",5306539,,
"SVK","République slovaque","T","Total","TOTAL","Total","1993","1993",5324632,,
"SVK","République slovaque","T","Total","TOTAL","Total","1994","1994",5347413,,
"SVK","République slovaque","T","Total","TOTAL","Total","1995","1995",5363676,,
"SVK","République slovaque","T","Total","TOTAL","Total","1996","1996",5373793,,
"SVK","République slovaque","T","Total","TOTAL","Total","1997","1997",5383233,,
"SVK","République slovaque","T","Total","TOTAL","Total","1998","1998",5390866,,
"SVK","République slovaque","T","Total","TOTAL","Total","1999","1999",5395324,,
"SVK","République slovaque","T","Total","TOTAL","Total","2000","2000",5400679,,
"SVK","République slovaque","T","Total","TOTAL","Total","2001","2001",5379780,,
"SVK","République slovaque","T","Total","TOTAL","Total","2002","2002",5378809,,
"SVK","République slovaque","T","Total","TOTAL","Total","2003","2003",5378950,,
"SVK","République slovaque","T","Total","TOTAL","Total","2004","2004",5382574,,
"SVK","République slovaque","T","Total","TOTAL","Total","2005","2005",5387285,,
"SVK","République slovaque","T","Total","TOTAL","Total","2006","2006",5391184,,
"SVK","République slovaque","T","Total","TOTAL","Total","2007","2007",5397766,,
"SVK","République slovaque","T","Total","TOTAL","Total","2008","2008",5406972,,
"SVK","République slovaque","T","Total","TOTAL","Total","2009","2009",5418374,,
"SVK","République slovaque","T","Total","TOTAL","Total","2010","2010",5431024,,
"SVK","République slovaque","T","Total","TOTAL","Total","2011","2011",5398384,,
"SVK","République slovaque","T","Total","TOTAL","Total","2012","2012",5407579,,
"SVK","République slovaque","T","Total","TOTAL","Total","2013","2013",5413392.5,,
"SVK","République slovaque","T","Total","TOTAL","Total","2014","2014",5418649,,
"SVK","République slovaque","T","Total","TOTAL","Total","2015","2015",5423800.5,,
"SVK","République slovaque","T","Total","TOTAL","Total","2016","2016",5430797.5,,
"SVK","République slovaque","T","Total","TOTAL","Total","2017","2017",5439231.5,,
"SVK","République slovaque","T","Total","TOTAL","Total","2018","2018",5446770.5,,
"SVK","République slovaque","T","Total","TOTAL","Total","2019","2019",5454147,,
"SVK","République slovaque","T","Total","TOTAL","Total","2020","2020",5458827,,
"ESP","Espagne","T","Total","TOTAL","Total","1990","1990",38860827,,
"ESP","Espagne","T","Total","TOTAL","Total","1991","1991",38941622,,
"ESP","Espagne","T","Total","TOTAL","Total","1992","1992",39147940,,
"ESP","Espagne","T","Total","TOTAL","Total","1993","1993",39356082,,
"ESP","Espagne","T","Total","TOTAL","Total","1994","1994",39547353,,
"ESP","Espagne","T","Total","TOTAL","Total","1995","1995",39718895,,
"ESP","Espagne","T","Total","TOTAL","Total","1996","1996",39884246,,
"ESP","Espagne","T","Total","TOTAL","Total","1997","1997",40049974,,
"ESP","Espagne","T","Total","TOTAL","Total","1998","1998",40214066,,
"ESP","Espagne","T","Total","TOTAL","Total","1999","1999",40369667,,
"ESP","Espagne","T","Total","TOTAL","Total","2000","2000",40554387,,
"ESP","Espagne","T","Total","TOTAL","Total","2001","2001",40766049,,
"ESP","Espagne","T","Total","TOTAL","Total","2002","2002",41423520,,
"ESP","Espagne","T","Total","TOTAL","Total","2003","2003",42196231,,
"ESP","Espagne","T","Total","TOTAL","Total","2004","2004",42859172,,
"ESP","Espagne","T","Total","TOTAL","Total","2005","2005",43662613,,
"ESP","Espagne","T","Total","TOTAL","Total","2006","2006",44360521,,
"ESP","Espagne","T","Total","TOTAL","Total","2007","2007",45236004,,
"ESP","Espagne","T","Total","TOTAL","Total","2008","2008",45983169,,
"ESP","Espagne","T","Total","TOTAL","Total","2009","2009",46367550,,
"ESP","Espagne","T","Total","TOTAL","Total","2010","2010",46562483,,
"ESP","Espagne","T","Total","TOTAL","Total","2011","2011",46736257,,
"ESP","Espagne","T","Total","TOTAL","Total","2012","2012",46766403,,
"ESP","Espagne","T","Total","TOTAL","Total","2013","2013",46593236,,
"ESP","Espagne","T","Total","TOTAL","Total","2014","2014",46455123,,
"ESP","Espagne","T","Total","TOTAL","Total","2015","2015",46410149,,
"ESP","Espagne","T","Total","TOTAL","Total","2016","2016",46449874,,
"ESP","Espagne","T","Total","TOTAL","Total","2017","2017",46532869,,
"ESP","Espagne","T","Total","TOTAL","Total","2018","2018",46728814,,
"ESP","Espagne","T","Total","TOTAL","Total","2019","2019",47105358,,
"ESP","Espagne","T","Total","TOTAL","Total","2020","2020",47355685,,
"SWE","Suède","T","Total","TOTAL","Total","1990","1990",8558834,,
"SWE","Suède","T","Total","TOTAL","Total","1991","1991",8617376,,
"SWE","Suède","T","Total","TOTAL","Total","1992","1992",8668065,,
"SWE","Suède","T","Total","TOTAL","Total","1993","1993",8718558,,
"SWE","Suède","T","Total","TOTAL","Total","1994","1994",8780741,,
"SWE","Suède","T","Total","TOTAL","Total","1995","1995",8826944,,
"SWE","Suède","T","Total","TOTAL","Total","1996","1996",8840999,,
"SWE","Suède","T","Total","TOTAL","Total","1997","1997",8846059,,
"SWE","Suède","T","Total","TOTAL","Total","1998","1998",8850975,,
"SWE","Suède","T","Total","TOTAL","Total","1999","1999",8857879,,
"SWE","Suède","T","Total","TOTAL","Total","2000","2000",8872112,,
"SWE","Suède","T","Total","TOTAL","Total","2001","2001",8895963,,
"SWE","Suède","T","Total","TOTAL","Total","2002","2002",8924960,,
"SWE","Suède","T","Total","TOTAL","Total","2003","2003",8958232,,
"SWE","Suède","T","Total","TOTAL","Total","2004","2004",8993534,,
"SWE","Suède","T","Total","TOTAL","Total","2005","2005",9029567,,
"SWE","Suède","T","Total","TOTAL","Total","2006","2006",9080506,,
"SWE","Suède","T","Total","TOTAL","Total","2007","2007",9148093,,
"SWE","Suède","T","Total","TOTAL","Total","2008","2008",9219639,,
"SWE","Suède","T","Total","TOTAL","Total","2009","2009",9298512,,
"SWE","Suède","T","Total","TOTAL","Total","2010","2010",9378131,,
"SWE","Suède","T","Total","TOTAL","Total","2011","2011",9449216,,
"SWE","Suède","T","Total","TOTAL","Total","2012","2012",9519379,,
"SWE","Suède","T","Total","TOTAL","Total","2013","2013",9600374,,
"SWE","Suède","T","Total","TOTAL","Total","2014","2014",9696105,,
"SWE","Suède","T","Total","TOTAL","Total","2015","2015",9799183,,
"SWE","Suède","T","Total","TOTAL","Total","2016","2016",9923086,,
"SWE","Suède","T","Total","TOTAL","Total","2017","2017",10057695,,
"SWE","Suède","T","Total","TOTAL","Total","2018","2018",10175215,,
"SWE","Suède","T","Total","TOTAL","Total","2019","2019",10278888,,
"SWE","Suède","T","Total","TOTAL","Total","2020","2020",10353444,,
"CHE","Suisse","T","Total","TOTAL","Total","1990","1990",6712273,,
"CHE","Suisse","T","Total","TOTAL","Total","1991","1991",6799979,,
"CHE","Suisse","T","Total","TOTAL","Total","1992","1992",6875364,,
"CHE","Suisse","T","Total","TOTAL","Total","1993","1993",6938265,,
"CHE","Suisse","T","Total","TOTAL","Total","1994","1994",6993795,,
"CHE","Suisse","T","Total","TOTAL","Total","1995","1995",7040687,,
"CHE","Suisse","T","Total","TOTAL","Total","1996","1996",7071851,,
"CHE","Suisse","T","Total","TOTAL","Total","1997","1997",7088906,,
"CHE","Suisse","T","Total","TOTAL","Total","1998","1998",7110002,,
"CHE","Suisse","T","Total","TOTAL","Total","1999","1999",7143991,,
"CHE","Suisse","T","Total","TOTAL","Total","2000","2000",7184250,,
"CHE","Suisse","T","Total","TOTAL","Total","2001","2001",7226647,,
"CHE","Suisse","T","Total","TOTAL","Total","2002","2002",7284754,,
"CHE","Suisse","T","Total","TOTAL","Total","2003","2003",7339002,,
"CHE","Suisse","T","Total","TOTAL","Total","2004","2004",7389626,,
"CHE","Suisse","T","Total","TOTAL","Total","2005","2005",7437116,,
"CHE","Suisse","T","Total","TOTAL","Total","2006","2006",7483935,,
"CHE","Suisse","T","Total","TOTAL","Total","2007","2007",7551117,,
"CHE","Suisse","T","Total","TOTAL","Total","2008","2008",7647676,,
"CHE","Suisse","T","Total","TOTAL","Total","2009","2009",7743832,,
"CHE","Suisse","T","Total","TOTAL","Total","2010","2010",7824910,,
"CHE","Suisse","T","Total","TOTAL","Total","2011","2011",7912396,,
"CHE","Suisse","T","Total","TOTAL","Total","2012","2012",7996861,,
"CHE","Suisse","T","Total","TOTAL","Total","2013","2013",8089346,,
"CHE","Suisse","T","Total","TOTAL","Total","2014","2014",8188646,,
"CHE","Suisse","T","Total","TOTAL","Total","2015","2015",8282398,,
"CHE","Suisse","T","Total","TOTAL","Total","2016","2016",8373334,,
"CHE","Suisse","T","Total","TOTAL","Total","2017","2017",8451834,,
"CHE","Suisse","T","Total","TOTAL","Total","2018","2018",8514327,,
"CHE","Suisse","T","Total","TOTAL","Total","2019","2019",8575280,,
"CHE","Suisse","T","Total","TOTAL","Total","2020","2020",8638169,,
"TUR","Türkiye","T","Total","TOTAL","Total","1990","1990",55120000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1991","1991",56055000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1992","1992",56986000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1993","1993",57913000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1994","1994",58837000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1995","1995",59756000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1996","1996",60671000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1997","1997",61582000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1998","1998",62464000,,
"TUR","Türkiye","T","Total","TOTAL","Total","1999","1999",63364000,,
"TUR","Türkiye","T","Total","TOTAL","Total","2000","2000",64268751,,
"TUR","Türkiye","T","Total","TOTAL","Total","2001","2001",65166330.5,,
"TUR","Türkiye","T","Total","TOTAL","Total","2002","2002",66002505.5,,
"TUR","Türkiye","T","Total","TOTAL","Total","2003","2003",66794551,,
